address1,address2,city,country,createdAt,loc.coordinates,name,priceLevel,reviewStats.community.averageScore,reviewStats.community.count,reviewStats.dave.averageScore,reviewStats.dave.count,reviewStats.dave.totalScore,state,zip,formatted_address,latitude,longitude,string_concat,dave_score_int,review_number
301 N Atlantic Ave,,Daytona Beach,US,2018-08-27T23:43:09.049Z,"[-81.0107574, 29.2315598]",Napoli Pizza,1,6.8,4,6.6,1,6.6,FL,32118,"301 N Atlantic Ave, Daytona Beach, FL 32118, USA",29.2315464,-81.0107463,Napoli Pizza | Dave - 6.6 | Community - 6.8,66,176
1333 3rd St N,,Jacksonville Beach,US,2018-04-16T21:53:55.350Z,"[-81.39404, 30.30104]",Biggie's Pizza,1,7.708333333,24,5.1,1,5.1,FL,32250,"1333 3rd St N, Jacksonville Beach, FL 32250, USA",30.3010239,-81.3939898,Biggie's Pizza | Dave - 5.1 | Community - 7.71,51,177
12101 Biscayne Blvd,,Miami,US,2018-04-16T21:39:58.359Z,"[-80.1640084466009, 25.8877598694801]",Steve's Pizza,1,7.6,6,6.9,1,6.9,FL,33181,"12101 Biscayne Blvd, North Miami, FL 33181, USA",25.8877393,-80.1639536,Steve's Pizza | Dave - 6.9 | Community - 7.6,69,178
1930 Bay Rd,,Miami Beach,US,2018-04-16T21:39:58.488Z,"[-80.143984, 25.795197]",Lucali,2,8.85862069,29,8.1,1,8.1,FL,33139,"1930 Bay Rd, Miami Beach, FL 33139, USA",25.7951979,-80.1439705,Lucali | Dave - 8.1 | Community - 8.86,81,179
1680 Michigan Ave,Ste 101,Miami Beach,US,2018-04-16T21:39:56.270Z,"[-80.13896, 25.79123]",Mister O1- South Beach,2,8.534782609,23,8.9,1,8.9,FL,33139,"1680 Michigan Ave, Miami Beach, FL 33139, USA",25.7917344,-80.1390831,Mister O1- South Beach | Dave - 8.9 | Community - 8.53,89,180
114 S Clematis St,,West Palm Beach,US,2018-05-03T02:27:05.284Z,"[-80.05026, 26.71284]",Pizza Girls WPB,1,5.828571429,7,6.9,1,6.9,FL,33401,"114 S Clematis St, West Palm Beach, FL 33401, USA",26.7128713,-80.0502288,Pizza Girls WPB | Dave - 6.9 | Community - 5.83,69,181
14 Via Mizner,,Palm Beach,US,2018-05-03T02:27:06.318Z,"[-80.0404053, 26.7011127]",Pizza Al Fresco,2,8.875,4,2.2,1,2.2,FL,33480,"14 Via Mizner, Palm Beach, FL 33480, USA",26.7009344,-80.0403344,Pizza Al Fresco | Dave - 2.2 | Community - 8.88,22,182
1524 Neptune Ave,,Brooklyn,US,2018-04-16T19:58:11.071Z,"[-73.983811, 40.578805]",Totonno's,2,8.794736842,38,8.1,1,8.1,NY,11224,"1524 Neptune Ave, Brooklyn, NY 11224, USA",40.5788542,-73.9838179,Totonno's | Dave - 8.1 | Community - 8.79,81,183
2725 86th St,,Brooklyn,US,2018-03-23T17:45:36.802Z,"[-73.981316, 40.594715]",L & B Spumoni Gardens,1,8.348235294,85,7.4,1,7.4,NY,11223,"2725 86th St, Brooklyn, NY 11223, USA",40.5947441,-73.9813041,L & B Spumoni Gardens | Dave - 7.4 | Community - 8.35,74,184
1424 Ave J,,Brooklyn,US,2018-03-23T17:45:38.785Z,"[-73.961531, 40.625093]",Di Fara Pizza,2,8.925352113,142,9.4,1,9.4,NY,11230,"1424 Avenue J, Brooklyn, NY 11230, USA",40.6249664,-73.9615259,Di Fara Pizza | Dave - 9.4 | Community - 8.93,94,185
140 7th Ave,,Brooklyn,US,2018-08-07T15:51:35.564Z,"[-73.97682, 40.67283]",Da Nonna Rosa,2,6.34,5,7.5,1,7.5,NY,11215,"140 7th Ave, Brooklyn, NY 11215, USA",40.6728736,-73.9768734,Da Nonna Rosa | Dave - 7.5 | Community - 6.34,75,186
536 Market St,,San Diego,US,2018-04-16T22:42:00.772Z,"[-117.1597817, 32.7116349]",Ciro's Pizzeria & Beerhouse,1,6.973333333,30,7.4,1,7.4,CA,92101,"536 Market St, San Diego, CA 92101, USA",32.7116571,-117.1594319,Ciro's Pizzeria & Beerhouse | Dave - 7.4 | Community - 6.97,74,187
111 Washington St,,San Diego,US,2018-03-23T17:40:35.064Z,"[-117.16344, 32.74969]",Bronx Pizza,1,8.412,50,8.1,1,8.1,CA,92103,"111 Washington St, San Diego, CA 92103, USA",32.7496568,-117.1634597,Bronx Pizza | Dave - 8.1 | Community - 8.41,81,188
962 Garnet Ave,,San Diego,US,2018-03-23T17:40:36.503Z,"[-117.252405, 32.797427]",Filippi's Pizza Grotto Pacific Beach,2,5.166666667,3,6.7,1,6.7,CA,92109,"962 Garnet Ave, San Diego, CA 92109, USA",32.797433,-117.2523779,Filippi's Pizza Grotto Pacific Beach | Dave - 6.7 | Community - 5.17,67,189
133 Manhattan Beach Blvd,,Manhattan Beach,US,2018-03-23T17:47:52.917Z,"[-118.4112006, 33.8847224]",Manhattan Pizzeria,1,5.925,4,5.4,1,5.4,CA,90266,"133 Manhattan Beach Blvd, Manhattan Beach, CA 90266, USA",33.884818,-118.411124,Manhattan Pizzeria | Dave - 5.4 | Community - 5.92,54,190
111 Broadway,,Santa Monica,US,2018-03-23T17:40:39.930Z,"[-118.4962533, 34.0132137]",Joe's Pizza,1,7.845238095,42,8.3,1,8.3,CA,90401,"111 Broadway, Santa Monica, CA 90401, USA",34.0132137,-118.4962533,Joe's Pizza | Dave - 8.3 | Community - 7.85,83,191
2455 Santa Monica Blvd,,Santa Monica,US,2018-03-23T17:40:38.201Z,"[-118.47562, 34.0326499]",Vito's Pizza,2,7.881818182,22,8.2,1,8.2,CA,90404,"2455 Santa Monica Blvd, Santa Monica, CA 90404, USA",34.0326451,-118.4755043,Vito's Pizza | Dave - 8.2 | Community - 7.88,82,192
3900 Las Vegas Blvd S,,Las Vegas,US,2018-04-16T23:04:07.812Z,"[-115.1763175, 36.0962121]",Bonanno's New York Pizzeria,2,4.825,4,3.2,1,3.2,NV,89109,"3900 S Las Vegas Blvd, Las Vegas, NV 89119, USA",36.09551,-115.1760672,Bonanno's New York Pizzeria | Dave - 3.2 | Community - 4.82,32,193
MGM Hotel & Casino Food Court,3799 Las Vegas Blvd S,Las Vegas,US,2018-04-16T23:04:07.855Z,"[-115.169889608643, 36.1027894454348]",Bonanno's New York Pizzeria,2,4.081818182,11,3.2,1,3.2,NV,89109,"3799 S Las Vegas Blvd, Las Vegas, NV 89109, USA",36.102576,-115.1702533,Bonanno's New York Pizzeria | Dave - 3.2 | Community - 4.08,32,194
3730 Las Vegas Blvd S,,Las Vegas,US,2018-04-16T23:04:08.415Z,"[-115.176956519535, 36.1065195454113]",Five50 Pizza Bar,2,6.788888889,18,6.2,1,6.2,NV,89109,"3730 S Las Vegas Blvd, Las Vegas, NV 89158, USA",36.1073485,-115.1765836,Five50 Pizza Bar | Dave - 6.2 | Community - 6.79,62,195
3708 Las Vegas Blvd S,,Las Vegas,US,2018-03-23T17:45:09.351Z,"[-115.176047, 36.109823]",Secret Pizza,1,6.121052632,38,3.4,1,3.4,NV,89109,"3708 S Las Vegas Blvd, Las Vegas, NV 89109, USA",36.1099462,-115.1753911,Secret Pizza | Dave - 3.4 | Community - 6.12,34,196
3600 S Las Vegas Blvd,,Las Vegas,US,2018-04-16T23:04:06.558Z,"[-115.175552777946, 36.1138248447675]",Snacks,2,5.766666667,3,5,1,5,NV,89109,"3600 S Las Vegas Blvd, Las Vegas, NV 89109, USA",36.1125269,-115.175947,Snacks | Dave - 5.0 | Community - 5.77,50,197
3131 Las Vegas Blvd S,,Las Vegas,US,2018-03-23T17:45:08.132Z,"[-115.164868533611, 36.128050330611]",XS Nightclub,3,3.2,1,7.8,1,7.8,NV,89109,"3131 S Las Vegas Blvd, Las Vegas, NV 89109, USA",36.1271069,-115.1648303,XS Nightclub | Dave - 7.8 | Community - 3.2,78,198
3131 Las Vegas Blvd S,,Las Vegas,US,2018-03-23T17:42:08.124Z,"[-115.166116868455, 36.1294170718045]",Encore Beach Club,3,0,0,1.4,1,1.4,NV,89109,"3131 S Las Vegas Blvd, Las Vegas, NV 89109, USA",36.1271069,-115.1648303,Encore Beach Club | Dave - 1.4 | Community - 0.0,14,199
3240 S Arville St,,Las Vegas,US,2018-04-16T23:04:08.428Z,"[-115.198971, 36.130804]",Naked City Pizza Shop,2,7.4,2,5.6,1,5.6,NV,89102,"3240 S Arville St, Las Vegas, NV 89102, USA",36.1307814,-115.1988255,Naked City Pizza Shop | Dave - 5.6 | Community - 7.4,56,200
725 S Las Vegas Blvd,Ste 140,Las Vegas,US,2018-04-16T23:04:04.931Z,"[-115.14534, 36.16139]",Good Pie,1,8.19,10,7.2,1,7.2,NV,89101,"725 S Las Vegas Blvd, Las Vegas, NV 89101, USA",36.1612877,-115.1456299,Good Pie | Dave - 7.2 | Community - 8.19,72,201
508 Fremont St,,Las Vegas,US,2018-04-16T23:04:04.931Z,"[-115.14003, 36.1692899]",Evel Pie,1,6.216666667,18,5.9,1,5.9,NV,89101,"508 Fremont St, Las Vegas, NV 89101, USA",36.1692503,-115.1400711,Evel Pie | Dave - 5.9 | Community - 6.22,59,202
201 N 3rd St,,Las Vegas,US,2018-04-16T23:04:04.931Z,"[-115.142267074274, 36.1716181086619]",Pizza Rock,2,7.102857143,35,7.3,1,7.3,NV,89101,"201 N 3rd St, Las Vegas, NV 89101, USA",36.1718292,-115.1423178,Pizza Rock | Dave - 7.3 | Community - 7.1,73,203
1600 Stockton St,,San Francisco,US,2018-04-16T23:48:09.313Z,"[-122.409087941051, 37.8006138590172]",Acquolina,2,5.133333333,3,7.8,1,7.8,CA,94133,"1600 Stockton St, San Francisco, CA 94133, USA",37.8006205,-122.4090769,Acquolina | Dave - 7.8 | Community - 5.13,78,204
232 Washington St,,Saratoga Springs,US,2018-08-07T16:32:04.920Z,"[-73.800669451672, 43.079459113782]",Pope's Italian Restaurant,1,7.533333333,3,8.2,1,8.2,NY,12866,"232 Washington St, Saratoga Springs, NY 12866, USA",43.0794291,-73.8005422,Pope's Italian Restaurant | Dave - 8.2 | Community - 7.53,82,205
707 Rt 9,,Gansevoort,US,2018-08-07T16:32:04.920Z,"[-73.77005, 43.13621]",Nove Italian Restaurant,2,8.4,3,8.6,1,8.6,NY,12831,"707 U.S. 9, Saratoga Springs, NY 12866, USA",43.1360475,-73.7701491,Nove Italian Restaurant | Dave - 8.6 | Community - 8.4,86,206
185 Ballston Ave,,Saratoga Springs,US,2018-08-07T16:32:04.918Z,"[-73.794272, 43.069515]",Mama Mia's Restaurant,2,6.675,8,7.4,1,7.4,NY,12866,"185 Ballston Ave, Saratoga Springs, NY 12866, USA",43.0699236,-73.7946879,Mama Mia's Restaurant | Dave - 7.4 | Community - 6.68,74,207
46 W Circular St,,Saratoga Springs,US,2018-08-07T16:32:04.916Z,"[-73.7903886282178, 43.0757637715062]",Marino's Pizza,2,6.45,2,6.1,1,6.1,NY,12866,"46 W Circular St, Saratoga Springs, NY 12866, USA",43.0757068,-73.7903663,Marino's Pizza | Dave - 6.1 | Community - 6.45,61,208
46 Marion Ave,,Saratoga Springs,US,2018-08-07T16:32:04.915Z,"[-73.7711552, 43.0918131]",Gennaro's Pizza Parlor,2,6.82,10,7.3,1,7.3,NY,12866,"46 Marion Ave, Saratoga Springs, NY 12866, USA",43.0913224,-73.7710902,Gennaro's Pizza Parlor | Dave - 7.3 | Community - 6.82,73,209
267 Union Ave,,Saratoga Springs,US,2018-08-12T16:10:52.515Z,"[-73.768216, 43.071638]",Pies on Wheels,0,0,0,6.5,1,6.5,NY,12866,"267 Union Ave, Saratoga Springs, NY 12866, USA",43.0739705,-73.7679799,Pies on Wheels | Dave - 6.5 | Community - 0.0,65,210
Home Depot Plz,,Saratoga Springs,US,2018-08-07T16:32:04.916Z,"[-73.741598182471, 43.0995360977604]",Caputo's Pizzeria,1,7.806666667,15,8.1,1,8.1,NY,12866,"3043 NY-50, Saratoga Springs, NY 12866, USA",43.1008889,-73.7424231,Caputo's Pizzeria | Dave - 8.1 | Community - 7.81,81,211
Pier 86 W 46th St 12th Ave,,New York,US,2018-03-23T17:43:49.752Z,"[-73.999584, 40.764698]",Intrepid Summer Movie Series,0,0,0,2.7,1,2.7,NY,10036,"Pier 86, W 46th St, New York, NY 10036, United States",40.7645266,-73.9996076,Intrepid Summer Movie Series | Dave - 2.7 | Community - 0.0,27,212
647 W 42nd St,,New York,US,2018-04-16T19:58:08.966Z,"[-74.0001028, 40.7619413]",42nd Street Pizza,2,0,0,5.4,1,5.4,NY,10036,"647 W 42nd St, New York, NY 10036, USA",40.7619108,-74.0001507,42nd Street Pizza | Dave - 5.4 | Community - 0.0,54,213
600 11th Ave,,New York,US,2018-04-16T19:58:11.310Z,"[-73.9967579, 40.7623377]",Corner Slice,1,7.472727273,11,7.2,1,7.2,NY,10036,"600 11th Ave, New York, NY 10036, USA",40.7623377,-73.9967579,Corner Slice | Dave - 7.2 | Community - 7.47,72,214
9 Ponquogue Ave,,Hampton Bays,US,2018-06-19T15:32:38.387Z,"[-72.52272, 40.87786]",Francesca's Restaurant & Pizzeria,2,7.5,3,6.3,1,6.3,NY,11946,"9 Ponquogue Ave, Hampton Bays, NY 11946, USA",40.8778717,-72.5227702,Francesca's Restaurant & Pizzeria | Dave - 6.3 | Community - 7.5,63,215
850 County Rd 39,,Southampton,US,2018-06-15T00:45:58.817Z,"[-72.4266128540039, 40.8919525146484]",Café Crust,2,7.25,6,7.2,1,7.2,NY,11968,"850 County Rd 39, Southampton, NY 11968, USA",40.8920639,-72.425907,Café Crust | Dave - 7.2 | Community - 7.25,72,216
1580 Hempstead Tpke,,East Meadow,US,2018-03-23T17:43:27.062Z,"[-73.5779699, 40.72242]",Borrelli's,2,7.881081081,37,7.9,1,7.9,NY,11554,"1580 Hempstead Turnpike, East Meadow, NY 11554, USA",40.7225396,-73.5777702,Borrelli's | Dave - 7.9 | Community - 7.88,79,217
1343 Hempstead Tpke,,Elmont,US,2018-04-16T21:58:04.912Z,"[-73.690154, 40.707922]",King Umberto's of Elmont,2,8.405263158,19,8.1,1,8.1,NY,11003,"1343 Hempstead Turnpike, Elmont, NY 11003, USA",40.7079094,-73.6900874,King Umberto's of Elmont | Dave - 8.1 | Community - 8.41,81,218
15671 Crossbay Blvd,,Howard Beach,US,2018-03-23T17:42:21.249Z,"[-73.8403776268684, 40.6627403949909]",New Park Pizza,1,8.356944444,72,7.8,1,7.8,NY,11414,"156-71 Cross Bay Blvd, Howard Beach, NY 11414, USA",40.6627285,-73.8404131,New Park Pizza | Dave - 7.8 | Community - 8.36,78,219
633 Jericho Tpke,,New Hyde Park,US,2018-04-16T19:58:09.936Z,"[-73.68728, 40.732218]",Umberto's Pizzeria & Restaurant,2,8.178181818,55,8.6,1,8.6,NY,11040,"633 Jericho Turnpike, New Hyde Park, NY 11040, USA",40.7323691,-73.6874204,Umberto's Pizzeria & Restaurant | Dave - 8.6 | Community - 8.18,86,220
81-28 Lefferts Blvd,,Kew Gardens,US,2018-04-16T19:58:10.990Z,"[-73.830498211479, 40.7090018174257]",Dani's House of Pizza,1,7.645454545,22,7.4,1,7.4,NY,11415,"81-28 Lefferts Blvd, Kew Gardens, NY 11415, USA",40.7089715,-73.8305343,Dani's House of Pizza | Dave - 7.4 | Community - 7.65,74,221
7559 Metropolitan Ave,,Middle Village,US,2018-04-16T21:20:06.097Z,"[-73.875422, 40.713317]",Rosa's Pizza,1,8.6,8,6.7,1,6.7,NY,11379,"75-59 Metropolitan Ave, Middle Village, NY 11379, USA",40.7133121,-73.8754214,Rosa's Pizza | Dave - 6.7 | Community - 8.6,67,222
567 Vanderbilt Ave,,Brooklyn,US,2018-04-16T19:58:10.809Z,"[-73.967455, 40.680702]",Brooklyn's Homeslice Pizzeria,1,7.783333333,6,7.4,1,7.4,NY,11238,"567 Vanderbilt Ave, Brooklyn, NY 11238, USA",40.6806956,-73.9674607,Brooklyn's Homeslice Pizzeria | Dave - 7.4 | Community - 7.78,74,223
690 Fulton St,,Brooklyn,US,2018-04-16T19:58:08.966Z,"[-73.9741821289062, 40.6860046386719]",Not Ray's Pizza,1,5,2,6.6,1,6.6,NY,11217,"690 Fulton St, Brooklyn, NY 11217, USA",40.6860591,-73.9742104,Not Ray's Pizza | Dave - 6.6 | Community - 5.0,66,224
261 Moore St,,Brooklyn,US,2018-03-23T17:49:07.152Z,"[-73.93357123374, 40.705043534338]",Roberta's,2,8.576190476,21,8,1,8,NY,11206,"261 Moore St, Brooklyn, NY 11206, USA",40.7050886,-73.9335742,Roberta's | Dave - 8.0 | Community - 8.58,80,225
329 New York Ave,,Huntington,US,2018-05-03T02:09:58.146Z,"[-73.4264869, 40.8711923]",Little Vincent's Pizza,1,7.854545455,22,6.8,1,6.8,NY,11743,"329 New York Ave, Huntington, NY 11743, USA",40.8709751,-73.4264444,Little Vincent's Pizza | Dave - 6.8 | Community - 7.85,68,226
358 Graham Ave,,Brooklyn,US,2018-04-16T19:58:11.152Z,"[-73.94414, 40.714987]",Carmine's Pizzeria,1,7.645454545,11,7.8,1,7.8,NY,11211,"358 Graham Ave, Brooklyn, NY 11211, USA",40.7149868,-73.9441688,Carmine's Pizzeria | Dave - 7.8 | Community - 7.65,78,227
544 Lorimer St,,Brooklyn,US,2018-04-16T19:58:09.147Z,"[-73.94911, 40.71322]",Sal's Pizzeria,1,7.475,4,6.7,1,6.7,NY,11211,"544 Lorimer St, Brooklyn, NY 11211, USA",40.7132095,-73.9491414,Sal's Pizzeria | Dave - 6.7 | Community - 7.48,67,228
355 Graham Ave,,Brooklyn,US,2018-04-16T19:58:08.954Z,"[-73.944702, 40.715049]",Tony's Pizza,1,7.583333333,6,7.9,1,7.9,NY,11211,"355 Graham Ave, Brooklyn, NY 11211, USA",40.7150459,-73.9447162,Tony's Pizza | Dave - 7.9 | Community - 7.58,79,229
254 S 2nd St,,Brooklyn,US,2018-04-16T21:44:03.531Z,"[-73.95783, 40.71162]",L'industrie Pizzeria,1,7.952380952,21,7.9,1,7.9,NY,11211,"254 S 2nd St, Brooklyn, NY 11211, USA",40.7115836,-73.9578707,L'industrie Pizzeria | Dave - 7.9 | Community - 7.95,79,230
33 Havemeyer St,,Brooklyn,US,2018-04-16T19:58:11.248Z,"[-73.95352, 40.7156]",Best Pizza,1,8.520560748,107,9.1,1,9.1,NY,11211,"33 Havemeyer St, Brooklyn, NY 11211, USA",40.7156098,-73.9535064,Best Pizza | Dave - 9.1 | Community - 8.52,91,231
1 Front St,,Brooklyn,US,2018-03-23T17:45:28.073Z,"[-73.993247611872, 40.7025694629739]",Grimaldi's,2,8.437037037,27,8,1,8,NY,11201,"1 Front St, Brooklyn, NY 11201, USA",40.70261,-73.9932413,Grimaldi's | Dave - 8.0 | Community - 8.44,80,232
19 Old Fulton St,,Brooklyn,US,2018-03-23T17:45:32.383Z,"[-73.9934159993549, 40.7026153030093]",Juliana's Pizza,2,8.264,25,6.9,1,6.9,NY,11201,"19 Old Fulton St, Brooklyn, NY 11201, USA",40.7027359,-73.9934479,Juliana's Pizza | Dave - 6.9 | Community - 8.26,69,233
4 Water St,,Brooklyn,US,2018-03-23T17:45:35.150Z,"[-73.993782, 40.7032251]",Ignazio's,2,8.345901639,61,8.7,1,8.7,NY,11201,"4 Water St, Brooklyn, NY 11201, USA",40.7031257,-73.9936086,Ignazio's | Dave - 8.7 | Community - 8.35,87,234
175 Kent Ave,,Brooklyn,US,2018-11-30T23:19:23.735Z,"[-73.9637027, 40.717953]",La Nonna Krispy Krust Pizza,0,9.1,1,7.4,1,7.4,NY,11211,"175 Kent Ave, Brooklyn, NY 11211, USA",40.7179382,-73.9637027,La Nonna Krispy Krust Pizza | Dave - 7.4 | Community - 9.1,74,235
525 Grand St,,New York,US,2018-03-23T17:42:44.646Z,"[-73.98172, 40.7143]",Alphonso's Pizzeria & Trattoria,1,4.4,2,6.2,1,6.2,NY,10002,"525 Grand St, New York, NY 10002, USA",40.7142926,-73.9817288,Alphonso's Pizzeria & Trattoria | Dave - 6.2 | Community - 4.4,62,236
110 Franklin St,,Brooklyn,US,2018-08-28T12:41:11.293Z,"[-73.9572, 40.72836]",Paulie Gee's Slice Shop,0,7.266666667,21,7.4,1,7.4,NY,11222,"110 Franklin St, Brooklyn, NY 11222, USA",40.7283642,-73.957175,Paulie Gee's Slice Shop | Dave - 7.4 | Community - 7.27,74,237
89 Canal St,Ste 1002,New York,US,2018-04-16T19:58:10.594Z,"[-73.9934167353488, 40.7153479526233]",Canal Pizza,1,7.4,2,1.7,1,1.7,NY,10002,"89 Canal St, New York, NY 10002, USA",40.7155652,-73.9934694,Canal Pizza | Dave - 1.7 | Community - 7.4,17,238
170 Rivington St,,New York,US,2018-04-16T19:58:11.230Z,"[-73.9846, 40.71915]",Melani Pizzeria,1,5.95,2,6.8,1,6.8,NY,10002,"170 Rivington St, New York, NY 10002, USA",40.719207,-73.9845869,Melani Pizzeria | Dave - 6.8 | Community - 5.95,68,239
60 Greenpoint Ave,,Brooklyn,US,2018-04-16T19:58:11.795Z,"[-73.958568, 40.729546]",Paulie Gee's,2,8.36,5,7.3,1,7.3,NY,11222,"60 Greenpoint Ave, Brooklyn, NY 11222, USA",40.7294956,-73.9585644,Paulie Gee's | Dave - 7.3 | Community - 8.36,73,240
63 Clinton St,,New York,US,2018-03-23T17:42:14.806Z,"[-73.98514, 40.71951]",Speedy Romeo,2,7.554545455,11,8.3,1,8.3,NY,10002,"63 Clinton St, New York, NY 10002, USA",40.719503,-73.985142,Speedy Romeo | Dave - 8.3 | Community - 7.55,83,241
17 Clinton St,,New York,US,2018-03-23T17:42:47.072Z,"[-73.984456, 40.720852]",Rizzo's Fine Pizza,2,8.116129032,31,8.6,1,8.6,NY,10002,"17 Clinton St, New York, NY 10002, USA",40.72084,-73.98434,Rizzo's Fine Pizza | Dave - 8.6 | Community - 8.12,86,242
127 Stanton St,,New York,US,2018-04-16T19:58:11.576Z,"[-73.98671, 40.72073]",Stanton Pizza,1,3.65,2,2.4,1,2.4,NY,10002,"127 Stanton St, New York, NY 10002, USA",40.7207424,-73.9866989,Stanton Pizza | Dave - 2.4 | Community - 3.65,24,243
27 Avenue B,,New York,US,2018-03-23T17:40:06.707Z,"[-73.98291015625, 40.7223854064941]",Solo Pizza,1,5.9,4,6.1,1,6.1,NY,10009,"27 Avenue B, New York, NY 10009, USA",40.7222599,-73.9829462,Solo Pizza | Dave - 6.1 | Community - 5.9,61,244
168 Ludlow St,,New York,US,2018-04-16T21:44:06.756Z,"[-73.9876275438289, 40.7215392420787]",La Margarita Pizza,1,7.511111111,27,8,1,8,NY,10002,"168 Ludlow St, New York, NY 10002, USA",40.721395,-73.9874389,La Margarita Pizza | Dave - 8.0 | Community - 7.51,80,245
115 Mulberry St,,New York,US,2018-07-31T15:01:47.170Z,"[-73.99836, 40.71766]",Luna Ristorante,2,7.075,4,5.8,1,5.8,NY,10013,"115 Mulberry St, New York, NY 10013, USA",40.7176916,-73.9984062,Luna Ristorante | Dave - 5.8 | Community - 7.08,58,246
173 Orchard St,,New York,US,2018-03-23T17:46:38.724Z,"[-73.98857, 40.72159]",Rosario's Pizza,1,6.145454545,11,5.1,1,5.1,NY,10002,"173 Orchard St, New York, NY 10002, USA",40.7216286,-73.9886492,Rosario's Pizza | Dave - 5.1 | Community - 6.15,51,247
153 Ave C,,New York,US,2018-03-23T17:43:07.666Z,"[-73.9779283976702, 40.7256757608813]",F & M Slice Pizza,1,0,0,0.2,1,0.2,NY,10009,"153 Avenue C, New York, NY 10009, USA",40.7257098,-73.9779639,F & M Slice Pizza | Dave - 0.2 | Community - 0.0,2,248
129 Mulberry St,,New York,US,2018-06-28T17:53:52.152Z,"[-73.99794, 40.71832]",Da Gennaro,2,6.633333333,3,6.2,1,6.2,NY,10013,"129 Mulberry St, New York, NY 10013, USA",40.7183603,-73.9979471,Da Gennaro | Dave - 6.2 | Community - 6.63,62,249
197 Grand St,,New York,US,2018-04-16T19:58:11.809Z,"[-73.9969329833984, 40.7189865112305]",Margherita NYC,2,8.2,4,7.4,1,7.4,NY,10013,"197 Grand St, New York, NY 10013, USA",40.7190658,-73.9969894,Margherita NYC | Dave - 7.4 | Community - 8.2,74,250
181 Ave C,,New York City,US,2018-03-23T17:43:09.808Z,"[-73.97727, 40.7267]",Yankee Pizza,1,4.15,2,4.8,1,4.8,NY,10009,"181 Avenue C, New York, NY 10009, USA",40.7266819,-73.9772637,Yankee Pizza | Dave - 4.8 | Community - 4.15,48,251
141 Mulberry St,,New York,US,2018-07-31T15:06:32.237Z,"[-73.99781, 40.71883]",Il Piccolo Bufalo,2,5.25,2,7.4,1,7.4,NY,10013,"141 Mulberry St, New York, NY 10013, USA",40.7188558,-73.9979012,Il Piccolo Bufalo | Dave - 7.4 | Community - 5.25,74,252
164 Mulberry St,,New York,US,2018-07-31T15:04:45.721Z,"[-73.997062, 40.719685]",Da Nico Ristorante,2,7.2,4,5.8,1,5.8,NY,10013,"164 Mulberry St, New York, NY 10013, USA",40.719646,-73.9969371,Da Nico Ristorante | Dave - 5.8 | Community - 7.2,58,253
26 1st Ave,,New York,US,2018-03-23T17:46:36.553Z,"[-73.9878, 40.7237]",Little Gio's Pizza,1,4.5,8,5.9,1,5.9,NY,10009,"26 1st Avenue, New York, NY 10009, USA",40.7236857,-73.9877463,Little Gio's Pizza | Dave - 5.9 | Community - 4.5,59,254
19 1st Ave,,New York,US,2018-03-23T17:42:10.937Z,"[-73.988555, 40.723625]",Lil' Frankie's,2,7.807142857,14,8.5,1,8.5,NY,10003,"19 1st Avenue, New York, NY 10003, USA",40.7236056,-73.9884144,Lil' Frankie's | Dave - 8.5 | Community - 7.81,85,255
384 Broome St,,New York,US,2018-03-23T17:42:06.282Z,"[-73.9966911411265, 40.7205027153381]",Sal's Little Italy,2,7.737931034,29,8.1,1,8.1,NY,10013,"384 Broome St, New York, NY 10013, USA",40.7206081,-73.9965332,Sal's Little Italy | Dave - 8.1 | Community - 7.74,81,256
178 Mulberry St,,New York,US,2018-03-23T17:42:03.935Z,"[-73.996687134041, 40.720614463775]",Ciao Vineria con Cucina,2,0,0,7.7,1,7.7,NY,10012,"178 Mulberry St, New York, NY 10012, USA",40.7206548,-73.9966534,Ciao Vineria con Cucina | Dave - 7.7 | Community - 0.0,77,257
337 E 10th St,,New York,US,2018-03-23T17:40:19.128Z,"[-73.9802799, 40.72713]",Gnocco,2,8.1,2,7.4,1,7.4,NY,10009,"337 E 10th St, New York, NY 10009, USA",40.7271342,-73.9802714,Gnocco | Dave - 7.4 | Community - 8.1,74,258
187 Mulberry St,,New York,US,2018-04-16T19:58:10.155Z,"[-73.9967492344452, 40.7210341671446]",Pasquale Jones,3,8.25,6,7.3,1,7.3,NY,10012,"187 Mulberry St, New York, NY 10012, USA",40.7210784,-73.9967554,Pasquale Jones | Dave - 7.3 | Community - 8.25,73,259
32 Spring St,,New York,US,2018-03-23T17:47:22.030Z,"[-73.9957, 40.72164]",Lombardi's Pizza,2,7.718181818,33,6.2,1,6.2,NY,10012,"32 Spring St, New York, NY 10012, USA",40.7216368,-73.9957205,Lombardi's Pizza | Dave - 6.2 | Community - 7.72,62,260
17 Cleveland Pl,,New York,US,2018-03-23T17:45:20.503Z,"[-73.9970855712891, 40.7215270996094]",Champion Pizza,1,7.2,17,8.1,1,8.1,NY,10012,"17 Cleveland Pl, New York, NY 10012, USA",40.7215205,-73.9970345,Champion Pizza | Dave - 8.1 | Community - 7.2,81,261
51 Spring St,,New York,US,2018-04-16T19:58:10.954Z,"[-73.99642, 40.7221]",Pomodoro Ristorante & Pizzeria,1,7.3,5,4.2,1,4.2,NY,10012,"51 Spring St, New York, NY 10012, USA",40.7221166,-73.9963862,Pomodoro Ristorante & Pizzeria | Dave - 4.2 | Community - 7.3,42,262
